Date,ret,drxon,log_vol,volume,spx,nasdaq,vix,epu,gepu,nft,cbdc_u,cbdc_a,gt_web,gt_news,SER,active add,over10k,over100k,over1m,over1k,mean trans fee,total fee,miner rev,rev per hash,hashrate,mean hashrate,blox,diffic,mean diffic,inflows,outflows,transx,transf usd,transf
1/2/2017,0.023781466,1,0,0.648393456,0.002110451,0.00212312,-0.022375655,0.029092046,-0.00775793,8.33E-05,0.000550656,0.000172195,-0.001055727,-0.003042378,-0.007461207,0.397828937,0.09565896,0.31821648,0.310611098,0.150754448,0.006925563,0.493701852,0.057935752,0.038887527,0.019048195,0.000864254,0.019048195,0,0,0.423231262,0.545169514,0.486776289,0.048133545,0.334910135
1/3/2017,0.021580124,1,0,0.047878869,0.002106006,0.002118622,-0.022887806,-0.990961389,-0.007818587,8.33E-05,0.000550352,0.000172165,-0.001056843,-0.003051663,-4.28849E-05,-0.04406126,0.005495176,0.017561733,0.006112828,0.004993461,0.063877409,0.130327686,0.050679299,0.019717082,0.030962226,0.006995246,0.030962226,0,0,0.346054122,0.270039027,0.066450277,0.262790459,0.050699072
1/4/2017,0.09969936,1,0,0.187203508,0.005705964,0.008787801,-0.081015941,0.126733156,-0.007880199,8.32E-05,0.00055005,0.000172136,-0.001057961,-0.003061004,-0.001243311,0.044134638,0.044801042,0.061438025,0.087980436,0.039507696,0.482262948,0.535091513,0.061519322,0.130947859,-0.069428506,0.003614654,-0.069428506,0,3.10862E-15,0.482525381,0.429424086,0.052828564,0.196326011,-0.045446786
1/5/2017,-0.132271471,-1,0,0.59950659,-0.000770968,0.001995441,-0.015306447,0.276466357,-0.00794279,8.32E-05,0.000549747,0.000172106,-0.001059082,-0.003070402,0.003845138,-0.062520867,-0.056960016,-0.095909658,-0.12811015,-0.058073845,-0.496612269,-0.61199474,-0.244619766,-0.155824257,-0.088795499,0.001050344,-0.088795499,0,0,-0.009905581,0.300931906,-0.115382471,0.296938309,-0.152061076
1/6/2017,-0.11348195,-1,0,0.014978073,0.003510789,0.006016935,-0.030450407,-0.326939474,-0.008006384,8.32E-05,0.000549445,0.000172076,-0.001060205,-0.003079859,-0.001331552,0.096009994,-0.142412068,-0.389689519,-0.391719187,-0.21233439,-0.210063433,-0.04115277,0.021445679,-0.118316245,0.139761942,0.000897886,0.139761942,0,-3.10862E-15,-0.490143865,-0.318161487,0.168910664,-0.523001286,0.174644028
1/7/2017,0.007036803,1,0,-0.305680626,-0.001183565,0.000649409,0.007042304,0.12816744,-0.008071003,8.32E-05,0.000549144,0.000172047,-0.00106133,-0.003089374,-0.001745572,-0.114377086,0.003608693,0.008279825,0.009341894,0.00444835,0.045849498,-0.155155535,-0.142687202,0.011463484,-0.15415068,-0.000848064,-0.15415068,0,3.10862E-15,-0.105258959,-0.470707575,-0.201005033,-0.086498628,-0.154573482
1/8/2017,0.001485844,1,0,-0.483371254,-0.001184967,0.000648987,0.006993057,0.903269738,-0.008136675,8.32E-05,0.000548842,0.000172017,-0.001062457,-0.003098947,-0.005842845,-0.075930325,0.009704835,0.011089532,0.034070599,0.005914576,-0.064234618,-0.15680862,0.183056984,-0.007683204,0.190740127,0.010247536,0.190740127,0,-3.10862E-15,-0.461801041,-0.318849659,-0.092574001,-0.369472422,-0.076321808
1/9/2017,-0.007301935,-1,0,-0.282802455,-0.001186373,0.000648566,0.006944493,-0.803786936,-0.008203424,8.32E-05,0.000548541,0.000171988,-0.001063587,-0.003108581,0.00677037,0.036017819,-0.008458701,-0.013526927,-0.039155356,-0.003223414,0.072378794,0.139450162,-0.197758281,0.007580668,-0.205338927,0.003798082,-0.205338927,0,3.10862E-15,0.098445714,0.137654978,0.067071368,0.489944779,0.039024038
1/10/2017,0.004734689,1,0,-0.194785291,0,0.003608927,-0.006073828,0.001149142,-0.008271277,0.000340504,0.005771879,0.00335384,-0.00106472,-0.003118274,2.31295E-05,0.125965099,0.000315134,0.001808959,0.017684671,0.002808288,-0.03050253,0.128460927,0.163694274,-0.006355316,0.170049613,-0.001708899,0.162518929,0.058714922,0.007530683,0.206741728,0.285909284,0.158963457,-0.164332399,0.117527857
1/11/2017,-0.152928041,-1,0,0.425548539,0.002825642,0.00212858,-0.020220429,0.021586491,-0.008340262,0.000340388,0.005738757,0.003342631,-0.001065855,-0.003128028,-0.000167448,-0.08846405,-0.056571815,-0.102605309,-0.12144164,-0.062030559,-0.13879028,-0.192515972,-0.184879457,-0.191327878,0.006448345,0.004819885,-0.044735894,0,0.051184239,0.53293606,0.338991915,-0.053725692,0.814914219,-0.101568519
1/12/2017,0.033388679,1,0,0.418185789,-0.002147112,-0.002908735,0.024562615,-0.094571853,-0.008410407,0.000340272,0.00570601,0.003331494,-0.001066992,-0.003137843,0.002615196,-0.051078925,0.009445601,0.025021726,0.019599321,0.012907615,-0.007148011,-0.068059124,0.130100648,0.013044107,0.117056555,0.004861585,0.117056555,0,0,-0.331873488,-0.183350841,-0.060911113,-0.34645756,-0.050224471
1/13/2017,0.021509613,1,0,-0.44566611,0.001848131,0.004788863,-0.02723053,0.179198672,-0.008481743,-0.001337199,-0.022103151,-0.011615641,-0.001068132,-0.003147721,0.006868342,-0.010212255,0.008918176,0.015922159,0.014679163,0.012561203,0.01648777,-0.010979924,-0.10794706,0.028912129,-0.136859183,0.007472111,-0.136859183,0,0,-0.471915934,-0.293122644,-0.027467695,-0.224670241,0.015429884
1/14/2017,-0.005020841,-1,0,-0.302765249,-0.000742151,-0.001588513,0.014147017,-0.191808731,-0.008554299,0,-0.000481215,-4.39E-05,-0.001069274,-0.00315766,0.001004189,-0.00955193,-0.002862468,-0.005027241,-0.000911162,-0.003229508,0.004776592,-0.129302383,0.117236008,-0.019623109,0.136859183,0.012939018,0.136859183,0,0,-0.450823232,-0.497709455,-0.134078974,-0.592298736,-0.087834822
1/15/2017,0.003788982,1,0,-0.510712411,-0.000742702,-0.001591041,0.013949667,0.520377712,-0.008628106,0,-0.000481446,-4.39E-05,-0.001070418,-0.003167662,-0.000772352,-0.097932251,0.002814561,0.00327058,-0.001824818,0.002877076,-0.027146447,-0.093727822,-0.026671112,0.002829537,-0.029500664,0.010281393,-0.029500664,0,0,-0.065867317,-0.295414108,-0.066581375,0.136319482,-0.07600333
1/16/2017,0.011489686,1,0,-0.094270117,-0.000743254,-0.001593576,0.013757748,-0.500294762,-0.008703199,0,-0.000481678,-4.39E-05,-0.001071565,-0.003177728,0.003239288,0.173911444,0.003101223,0.003927308,0.008185585,0.006125653,0.117507482,0.298241068,0.031231552,0.019326676,0.011904903,0.008328404,0.011904903,0,0,0.287768807,0.467172092,0.180733586,0.192904792,0.165917272
1/17/2017,0.087505246,1,0,0.480940321,-0.000743807,-0.00159612,0.013571038,0.343467321,-0.00877961,0,-0.000481911,-4.39E-05,-0.001072715,-0.003187858,0.002532337,0.01491778,0.040710868,0.062080537,0.072489168,0.046143895,0.047627541,0.098239791,0.023257346,0.090561004,-0.067303682,0.006397873,-0.067303682,0,0,0.39991764,0.258556495,0.05061225,0.107507412,0.091659052
1/18/2017,-0.027237099,-1,0,0.292282045,0.0017622,0.003050181,0.050113127,-0.17152026,-0.008857375,0,-0.000482143,-4.39E-05,-0.001073867,-0.003198053,0.000862411,-0.000729814,-0.009622067,-0.017393118,-0.031667173,-0.01237562,-0.06053322,-0.017389861,-0.076362045,-0.024402292,-0.051959739,0.002482339,-0.051959739,0,0,-0.090607174,0.088437378,0.043143359,-0.150919147,-0.047628571
1/19/2017,0.018487835,1,0,-0.367372738,-0.003615838,-0.002806455,0.023754102,-0.349881304,-0.00893653,0,-0.000482375,-4.39E-05,-0.001075021,-0.003208314,0.000972198,0.05297643,0.009828391,0.015353261,0.018949749,0.013525085,0.06678485,0.068715651,0.166584649,0.018164576,0.148420005,0.010539315,0.148420005,0,0,-0.035783484,-0.224814414,0.001930801,-0.063103146,0.030092938
1/20/2017,-0.00490615,-1,0,-0.171399472,0.003360584,0.002748886,-0.10206217,0.392898689,-0.009017112,0,-0.000482608,-4.39E-05,-0.001076178,-0.00321864,0.001038483,-0.041760134,-0.002915398,-0.004013383,-0.004275338,-0.003954369,-0.088027567,-0.099403373,0.066828524,-0.015863227,0.082691716,0.009471565,0.082691716,0,0,0.125647491,0.228411573,-0.011375806,-0.02429761,-0.014450708
1/21/2017,0.029471738,1,0,0.112432922,-0.000897111,-0.000143424,0.006621602,0.068790331,-0.009099161,-6.02E-06,0.00026327,-1.91E-06,-0.001077338,-0.003229033,-2.54364E-06,-0.045599096,0.018209381,0.026610144,0.053390494,0.017141631,0.06497949,-0.073706284,-0.013608538,0.02964149,-0.043249984,0.007628328,-0.043249984,0,0,-0.510279032,-0.706969733,-0.138685774,-0.152361141,-0.068459916
1/22/2017,0.001949687,1,0,-0.047479495,-0.000897916,-0.000143445,0.006578044,0.202742974,-0.009182716,-6.02E-06,0.0002632,-1.91E-06,-0.001078499,-0.003239494,-0.002681622,-0.095568806,-0.001061567,-0.001152384,0.006477755,-0.003104319,0.028171271,-0.056693748,-0.042202119,-0.015116655,-0.027085496,0.007920704,-0.039441732,0.153930177,0.012356236,-0.052544896,0.097439491,-0.084865019,0.001582546,-0.10896419
1/23/2017,-0.00217644,-1,0,-0.0705917,-0.000898723,-0.000143465,0.006535056,-0.182246173,-0.009267821,-6.02E-06,0.000263131,-1.91E-06,-0.001079664,-0.003250022,0.003711092,0.078908771,-0.000105465,-0.001692568,-0.003233633,0.001227336,0.249046902,0.223115065,-0.212976678,-0.122748921,-0.090227673,0.007558177,-0.231801614,0,0.141573941,0.283911828,0.210967498,-0.025931837,0.340075064,-0.025116725
1/24/2017,-0.032328921,-1,0,0.035716904,0.006543141,0.008610498,-0.061315241,-0.128182925,-0.009354517,-6.02E-06,0.000263062,-1.91E-06,-0.001080831,-0.003260619,0.006816063,0.156791782,-0.017739937,-0.030728347,-0.057491882,-0.018933168,0.032108504,0.225186805,0.054034637,-0.022658001,0.076692621,0.004720542,0.076692621,0,-2.44249E-15,0.012544328,0.006901075,0.193078301,0.000319519,0.162391486
1/25/2017,0.010048128,1,0,0.06917522,0.007994053,0.009839008,-0.023767049,0.251828435,-0.009442851,-6.02E-06,0.000262993,-1.91E-06,-0.001082,-0.003271286,0.002559664,-0.023974684,0.002542699,0.005068916,0.017850028,0.005016118,-0.147917343,-0.058705317,0.004214917,0.004214925,0,0.009221296,0,0,0,-0.075103198,0.276406735,0.089212026,-0.058170731,0.068622375
1/26/2017,0.01813159,1,0,0.146190089,-0.000735655,-0.000205042,-0.016791467,-0.674144233,-0.009532869,-6.02E-06,0.000262924,-1.91E-06,-0.001083172,-0.003282022,-0.004919002,0.017400125,0.01510683,0.026890674,0.041259978,0.010867542,-0.086933612,-0.074153576,0.053988268,0.014509476,0.039478811,0.007892357,0.039478811,0,0,-0.053408498,-0.298034992,0.012780036,-0.287682099,0.000214861
1/27/2017,0.002150688,1,0,0.111319394,-0.000866839,0.000989684,-0.004714784,0.41420366,-0.00962462,-6.02E-06,0.000262854,-1.91E-06,-0.001084347,-0.003292829,-0.001005245,-0.08615639,0.001498207,0.003224819,0.004838719,0.000814112,0.127757758,-0.048623539,0.088466311,-0.00390712,0.09237332,0.009733755,0.09237332,0,0,0.048502898,-0.178314754,-0.176381297,0.067693546,-0.13152205
1/28/2017,0.001975728,1,0,-0.378673246,-0.00200519,-0.002775541,0.04014124,0.119221796,-0.009718155,5.58E-05,-3.07E-05,7.61E-05,-0.001085524,-0.003303708,0.003551514,0.013325881,0.000819675,-7.66607E-05,0,0.001269644,0.109000714,0.052878495,-0.100346152,0.011571765,-0.111917916,0.007478563,-0.111917916,0,0,-0.534950674,-0.491939073,-0.05612222,-0.296297394,0.02632265
1/29/2017,-0.002243224,-1,0,-0.423590998,-0.002009219,-0.002783266,0.038591912,0.202061894,-0.009813525,5.58E-05,-3.07E-05,7.61E-05,-0.001086704,-0.003314659,-0.001456347,-0.050888685,-0.002182273,-0.005072642,-0.002416433,-0.00504917,-0.004981033,-0.03049556,0.07968549,-0.014427745,0.094113292,0.009668273,0.094113292,0,0,-0.179787791,0.007029697,-0.025514527,0.121994366,-0.055327947
1/30/2017,0.001315042,1,0,0.072721057,-0.002013264,-0.002791034,0.037157752,-0.481475039,-0.009910785,5.58E-05,-3.07E-05,7.61E-05,-0.001087886,-0.003325682,0.003702172,0.020188592,0.002264955,0.003845271,0.000806127,0.007094078,0.105816586,0.15451934,-0.124573177,0.023607361,-0.148180513,0.0058294,-0.148180513,0,0,0.393020552,0.293472494,0.048702754,0.269092612,0.020852717
1/31/2017,0.052703411,1,0.018781211,0.546127751,-0.000890302,0.000192382,0.009216626,0.191104359,-0.010009993,5.58E-05,-3.07E-05,7.61E-05,-0.001089071,-0.003336779,0.004092215,0.05553163,0.020319052,0.037364997,0.027812679,0.029709058,-0.114590446,0.091092801,0.060351416,0.053430927,0.006920443,0.004497213,0.006920443,0,0,0.402277441,0.30522417,0.205683246,0.050487894,0.162779966
2/1/2017,0.01894152,1,-0.001346546,0.428098808,0.000298319,0.004949601,-0.015126284,0.127807526,-0.010111207,5.58E-05,-3.07E-05,7.61E-05,-0.001090258,-0.003347951,0.000937934,0.129276246,0.008339219,0.015190165,0.009360443,0.013360142,-0.013334571,0.091741575,0.286302141,0.005540518,0.28076163,0.014966772,0.28076163,0,0,0.182635388,0.251874817,0.105076146,-0.082379876,0.2039923
2/2/2017,0.022548117,1,0.000278846,-0.243944575,0.000570147,-0.001143682,0.010109596,-0.332298497,0.006384265,5.58E-05,-3.07E-05,7.61E-05,0.005334264,-0.019459688,0.002789802,-0.202236889,0.101490731,0.323677054,0.308808266,0.162222591,0.247989791,-0.041503777,-0.172014739,0.029234867,-0.201249567,0.005699327,-0.201249567,0,0,-0.201993018,-0.249571351,-0.289493568,0.249571983,-0.270071599
2/3/2017,0.016732322,1,-0.066934369,0.347317971,0.007238497,0.00540918,-0.083891963,0.145265328,0.006343765,5.58E-05,-3.07E-05,7.61E-05,0.00530596,-0.019845895,0.006405531,0.111671631,0.005816571,0.009178466,0.00795007,0.0088484,-0.119890029,0.104335592,-0.033767722,0.018531772,-0.052299499,0.005873665,-0.052299499,0,0,0.290287662,0.40729788,0.224225621,0.266608918,0.154094839
2/4/2017,0.013344475,1,-0.137697662,-0.193159951,-0.000705368,-0.000189439,0.012081078,-0.392185303,0.006303775,5.58E-05,-3.07E-05,7.61E-05,0.005277956,-0.020247743,-0.000290129,-0.084895682,0.00638938,0.014049325,0.00900907,0.006347839,-0.005621926,-0.13069513,-0.024694571,0.005317734,-0.030012298,0.007242737,-0.034133006,0.071693292,0.004120709,-0.422927218,-0.256179034,-0.125073204,-0.341163974,-0.168204461
2/5/2017,-0.013733375,-1,-0.142493214,-0.157249264,-0.000705866,-0.000189475,0.011936866,0.867942459,0.006264286,5.58E-05,-3.07E-05,7.61E-05,0.005250245,-0.020666201,-0.003212678,0.057729284,-0.009504013,-0.014623783,-0.006749182,-0.012031979,-0.049188539,-0.018840849,0.073585615,-0.0930779,0.166663486,0.009297323,0.099090903,0,0.067572583,-0.156907316,-0.188163922,0.03034769,-0.1236359,0.016121232
2/6/2017,0.009109056,1,0.000189865,-0.162317418,-0.000706364,-0.000189511,0.011796056,-0.336936228,0.006225289,5.58E-05,-3.07E-05,7.61E-05,0.005222824,-0.021102322,-0.006133737,-0.125085069,0.006239216,0.006300956,-0.001129306,0.006890152,0.392094541,0.134789575,-0.203663543,0.036926926,-0.240590465,0.005159218,-0.240590465,0,0,0.344767812,0.158171354,-0.257304966,0.340964153,-0.181979809
2/7/2017,0.022401973,1,0.003719979,0.138784362,0.000226803,0.001882277,-0.007060923,-0.213608829,0.006186775,2.58E-05,-5.58E-05,-8.49E-05,0.005195688,-0.021557247,0.004683722,0.163358734,0.012692249,0.023293855,0.01736252,0.016510826,-0.261683473,0.108670096,0.208670427,0.019704309,0.1889661,0.006143191,0.1889661,0,0,0.155212345,0.206701955,0.370353569,-0.133473419,0.272219245
2/8/2017,0.001628811,1,-0.001795457,0.331079338,0.000693082,0.001449365,0.014072339,-0.023505089,0.006148734,2.58E-05,-5.58E-05,-8.49E-05,0.005168832,-0.02203222,0.002600425,-0.076488985,-0.001234197,-0.006819018,0,0.001391579,-0.016402965,-0.080729442,-0.038564768,-0.00489148,-0.033673215,0.010500316,-0.033673215,0,0,-0.165294974,0.080366015,-0.064326478,0.031024096,-0.07201643
2/9/2017,-0.068175767,-1,0.06113446,0.383744325,0.005736064,0.005743311,-0.051063461,-0.470390291,0.006111158,2.58E-05,-5.58E-05,-8.50E-05,0.005142252,-0.022528596,-0.002443042,0.119644304,-0.1214664,-0.361486337,-0.326747329,-0.189658857,-0.068864379,0.036239492,0.074628311,-0.071663767,0.146292093,0.011344871,0.146292093,0,0,0.67596414,0.300281128,0.105103871,-0.035907618,0.100800398
2/10/2017,-0.00312088,-1,-0.398854859,0.183959366,0.003559707,0.003310195,-0.002761137,1.134806967,0.006074038,2.58E-05,-5.58E-05,-8.50E-05,0.005115945,-0.023047854,-0.000384649,-0.132908429,0.00796985,0.015491782,0.009957953,0.01126157,-0.072092805,-0.191332017,-0.130280485,0.00918564,-0.139466128,0.005873651,-0.139466128,0,0,-0.653510273,-0.377765864,-0.119239212,-0.133582765,-0.095664505
2/11/2017,0.014352367,1,-0.01527054,-0.838589952,0.001747088,0.001732564,0.006736073,-1.39219306,0.006037367,2.58E-05,-5.58E-05,-8.50E-05,0.005089905,-0.023591615,-0.001399686,-0.055767554,0.097048929,0.322225739,0.294329139,0.155314241,-0.031237964,-0.19188456,-0.051334027,0.00462453,-0.055958654,0.0004093,-0.055958654,0,0,-0.270989274,-0.57295106,-0.160646596,-0.274090657,-0.1049521
2/12/2017,-0.005046822,-1,-0.001764824,-0.574010466,0.001744041,0.001729568,0.006691002,1.038553019,0.006001136,2.58E-05,-5.58E-05,-8.50E-05,0.005064129,-0.024161654,-0.003679376,-0.103338614,-0.003225958,-0.008401646,-0.004553224,-0.005355251,-0.032495647,-0.136243604,-0.005923371,-0.013091794,0.007168489,0.004759963,0.007168489,0,0,-0.858674721,-0.316663379,-0.103747956,-0.157714194,-0.135427656
2/13/2017,-0.008109099,-1,0.002019262,0.020411833,0.001741005,0.001726581,0.00664653,-0.735032194,0.005965337,2.58E-05,-5.58E-05,-8.50E-05,0.005038613,-0.024759925,-0.000177492,0.182473878,-0.088081412,-0.293959203,-0.270900308,-0.141923372,0.082856705,0.309069094,0.155406626,0.003298799,0.152107778,0.006004151,0.152107778,0,0,0.826934323,0.585191757,0.226212389,0.360749155,0.205752185
2/14/2017,0.013584053,1,0.001060598,0.384535591,0.003999327,0.003223458,-0.030263651,0.434373124,0.005929963,2.58E-05,-5.58E-05,-8.50E-05,0.005013352,-0.025388577,0.002511302,0.002590938,0.093126429,0.304971952,0.274317168,0.148529595,-0.037678046,0.038117737,0.047688452,0.011539941,0.036148514,0.008275078,0.036148514,0,0,0.167184598,0.039844155,0.075795783,0.085586494,0.050733713
2/15/2017,0.002823064,1,-0.000264213,-0.06506302,0.004979889,0.006355837,0.108428474,0.079607441,0.005895005,2.58E-05,-5.58E-05,-8.50E-05,0.004988344,-0.026049985,0.004599264,-0.070937719,0.00072801,0.001719601,0.002271438,0.003682668,0.061037466,-0.031239994,-0.182707013,0.012717778,-0.195424782,0.000953207,-0.195424782,0,0,-0.222758708,-0.165382864,-0.09227746,-0.009958771,-0.089216257
2/16/2017,0.019794453,1,-0.19928922,-0.088495178,-0.000864492,-0.000780455,-0.01769958,-0.379341885,0.005860458,2.58E-05,-5.58E-05,-8.50E-05,0.004963584,-0.026746779,0.001444432,0.072513263,0.008428511,0.015396047,0.011841131,0.012281061,0.204450928,0.216436416,0.113730495,0.030924568,0.082805904,0.005724034,0.082805904,0,0,0.369160523,0.242218565,0.011985488,-0.022045444,0.039187236
2/17/2017,0.018971072,1,-0.032282197,0.224118488,0.001677149,0.004064058,-0.02322689,0.475447971,0.005826313,2.58E-05,-5.58E-05,-8.50E-05,0.004939068,-0.027481876,0.006828524,0.028221697,0.009582268,0.016121589,0.015573173,0.011824733,-0.079951343,0.013442427,0.020266926,0.020266908,0,0.007144731,0,0,0,-0.304978531,-0.449897482,0.09339377,0.07233876,0.162780396
2/18/2017,0.006586109,1,-0.006733825,-0.048999444,0.001510875,0.001171265,0.001739129,-0.493917705,0.005792563,-8.72E-05,0.000657439,8.02E-05,0.004914794,-0.028258523,-0.000367676,-0.01187527,-0.000109473,0.002418625,-0.003316753,0.00026319,0.048207857,-0.07564254,-0.004146703,-0.030649176,0.026502457,0.003678321,0,0.043136244,0.026502457,-0.370574354,-0.18293287,-0.123850397,-0.224916773,-0.150751465
2/19/2017,-0.006118322,-1,0.001055261,-0.344707877,0.001508595,0.001169894,0.00173611,0.345612146,0.005759203,-8.72E-05,0.000657007,8.01E-05,0.004890757,-0.029080347,0.000243969,-0.150626784,0.000560118,-0.001763003,0.013747811,-0.002058123,-0.05892009,-0.175835974,-0.125214405,-0.022408078,-0.102806251,-0.00247767,-0.119440037,0,0.016633786,-0.340197884,-0.382024224,-0.116915884,0.243270266,-0.117547797
2/20/2017,0.030788723,1,0.002633344,-0.067697813,0.001506323,0.001168527,0.001733101,-0.625698861,0.005726224,-8.72E-05,0.000656575,8.01E-05,0.004866954,-0.029951408,-0.000635873,0.101686013,0.012682482,0.017045725,0.009782687,0.011905809,0.134212664,0.249546921,0.136465353,0.03709288,0.099372474,0.002288125,0.099372474,0,0,0.561843385,0.455945433,0.115334257,-0.039777414,0.095180079
2/21/2017,0.03164602,1,0.025562734,0.650721109,0.001504057,0.001167164,0.001730103,0.281229703,0.005693621,-8.73E-05,0.000656145,8.01E-05,0.004843381,-0.030876267,0.001415197,-0.017506877,0.023235897,0.029834012,0.051644774,0.019573999,0.095990564,0.08446894,-0.023752949,0.046205587,-0.069958589,0.000793399,-0.069958589,0,0,0.534425055,0.390494756,-0.011521624,0.099452054,-0.028794682
2/22/2017,0.002212341,1,-0.002125323,0.041862519,-0.001082786,-0.000907394,0.01458628,0.951575836,0.005661387,-8.73E-05,0.000655714,8.01E-05,0.004820036,-0.031860067,0.003238927,-0.027364373,0.000850306,0.000480954,-0.004633213,0.002780535,0.074439199,0.074761541,0.007566016,0.007566044,0,0.003534048,0,0,0,-0.249847805,-0.125573934,0.000322341,0.103731819,-0.003885389
2/23/2017,0.049680202,1,0.005484435,-0.118475889,0.000418899,-0.004295461,-0.002558614,-0.984083923,0.005629516,-8.73E-05,0.000655285,8.01E-05,0.004796914,-0.03290863,0.003250065,0.112984601,0.019122757,0.031661543,0.044406892,0.021394339,0.046586305,0.209014631,0.141771648,0.058390069,0.083381609,0.004036506,0.083381609,0,0,0.423793618,0.334490269,0.162428326,0.079158109,0.133840858
2/24/2017,-0.000664259,-1,0.003470531,0.760742151,0.00149225,0.001678015,-0.020708226,0.155532105,0.005598002,-8.73E-05,0.000654855,8.01E-05,0.004774014,-0.034028568,-0.000260902,0.083786843,-0.002236231,-0.002098539,0.005905529,-0.001668498,0.001664299,0.047562429,0.076990737,-0.006124231,0.083114907,0.007054548,0.083114907,0,0,0.016974879,0.348990555,0.04589813,-0.140465125,0.052583088
2/25/2017,-0.026518831,-1,0.039544453,-0.422974579,0.00033927,0.000945601,0.017857614,-1.038629584,0.005566839,1.40E-05,-0.00076404,2.23E-05,0.004751331,-0.035227427,-0.003604562,-0.028894065,-0.01378934,-0.016141907,-0.023834296,-0.013006528,-0.132684909,-0.199789443,-0.022433999,-0.046677578,0.024243612,0.006692863,0.024243612,0,0,-0.58874767,-0.860473406,-0.067104534,-0.414385888,-0.035185164
2/26/2017,0.019440124,1,0.003815578,-0.391324198,0.000339155,0.000944708,0.017544306,1.244246703,0.005536021,1.40E-05,-0.000764624,2.23E-05,0.004728862,-0.036513854,-0.004902977,-0.112031927,0.010116449,0.014927407,0.025795081,0.008604525,0.065475263,-0.105030514,0.074840497,0.011050775,0.063789738,0.006102568,0.063789738,0,0,-0.224214903,-0.016289755,-0.170505777,0.0611207,-0.178004453
2/27/2017,0.011481829,1,-0.000868934,-0.138644197,0.00033904,0.000943817,0.017241803,-0.035405631,0.005505542,1.40E-05,-0.000765209,2.23E-05,0.004706606,-0.037897808,0.002654815,-0.002623814,0.003502074,0.005964881,0.009746666,0.005315511,0.147838724,0.191161342,-0.168765197,0.043205016,-0.211970251,0.001951374,-0.211970251,0,0,0.365640637,0.063291006,0.043322617,0.413140054,0.045472422
2/28/2017,0.000602009,1,-0.001787509,0.36061497,-0.002581706,-0.006239243,0.066397827,-0.026942308,0.005475397,1.40E-05,-0.000765795,2.23E-05,0.004684557,-0.03939082,0.003375525,0.06274882,-0.001300386,-0.00349073,-0.010236502,-0.001203687,-0.026351646,0.120020677,0.062351815,0.001727235,0.060624622,0.000944861,0.060624622,0,0,0.303591609,0.381299286,0.146372323,-0.083443844,0.110376373
3/1/2017,0.034720041,1,0.020759195,-0.005383081,0.013581211,0.013400609,-0.029852972,-0.020783414,0.00544558,1.40E-05,-0.000766382,2.23E-05,0.004662714,-0.041006309,0.004931604,-0.034590792,0.012892205,0.015773854,0.024202537,0.015197846,0.105876377,0.061877061,-0.017701284,0.04292327,-0.060624622,0.003577503,-0.060624622,0,0,0.025217588,0.184578728,-0.043999316,0.152972889,-0.031487294
3/2/2017,0.024208852,1,-0.059297971,0.531101081,-0.005877117,-0.007277322,-0.059976866,0.112865793,-0.00749421,1.40E-05,-0.00076697,2.22E-05,-0.003394206,0.015488177,0.003587016,0.077183592,0.022334137,0.0247497,0.027360197,0.015223729,0.062702105,0.115849905,0.114305423,0.027873001,0.086432506,0.006319149,0.086432506,0,0,0.511788697,0.362436502,0.0531478,0.268515269,0.058195644
3/3/2017,0.018833008,1,-8.47E-05,0.279470306,0.00050375,0.001624584,-0.074694381,-0.342846786,-0.007550798,-0.000126407,0.005509098,0.000733966,-0.003405766,0.015251948,0.003118388,-0.003620076,0.00667735,0.008825947,0.01615544,0.007777267,0.034697817,0.047646597,-0.010522527,0.016204965,-0.026727535,-0.004168528,-0.038965969,0.044351947,0.012238434,0.095842098,0.167675635,0.01294878,-0.080975142,0.013404006
3/4/2017,-0.015354827,-1,0.011887066,-0.468068178,-0.001093011,-0.001225456,0.008479752,0.003928837,-0.007608246,7.24E-05,0.000991472,0.00049179,-0.003417405,0.015022816,0.003942804,-0.155812448,-0.005899167,-0.00815458,-0.013831479,-0.003918464,0.049787205,-0.17577973,-0.153469336,-0.051104951,-0.102364401,-0.000452248,-0.134477914,0,0.032113513,-0.284180931,-1.013795477,-0.225566935,-0.197179556,-0.166515505
3/5/2017,0.009179613,1,-0.003257157,-0.378518731,-0.001094207,-0.00122696,0.00840845,0.36499782,-0.007666576,7.24E-05,0.000990489,0.000491548,-0.003429123,0.014800468,-0.007768055,0.104842425,0.001995744,0.000581486,0.001855288,-0.001871346,-0.049515529,-0.009275573,0.09966707,-0.007963614,0.107630664,0.004742539,0.107630664,0,0,-0.78210844,0.114825297,0.040239956,-0.275879777,0.076251086
3/6/2017,0.00427558,1,-0.001343188,-0.1576132,-0.001095405,-0.001228467,0.008338337,-0.209375799,-0.007725807,7.24E-05,0.000989509,0.000491306,-0.003440923,0.014584605,0.007367352,-0.029690743,0.003235346,-0.00062623,0.007386922,0.005457647,0.064211093,0.094463539,-0.016000502,0.018605096,-0.034605529,0.00442639,-0.034605529,0,0,0.487327561,0.145198064,0.030252446,0.412660225,0.007803515
